date,state,district,pincode,total,anomaly_score
2025-08-12,Uttar Pradesh,Pilibhit,262001,210,-0.026477778136649643
2025-08-12,Bihar,Kishanganj,855107,187,-0.0029831136724360885
2025-08-12,Punjab,Bathinda,151001,214,-0.02696847353312093
2025-09-12,Bihar,Purnia,854315,218,-0.01712480211209444
2025-09-12,Chhattisgarh,Dhamtari,493773,283,-0.046139259130229204
2025-09-12,Punjab,Bathinda,151001,183,-0.0013232186902228937
2025-09-12,Rajasthan,Jalor,343041,182,-0.008337420467336099
2025-09-12,Maharashtra,Hingoli,431513,206,-0.021368996641252802
2025-09-12,Maharashtra,Hingoli,431705,206,-0.021368996641252802
2025-09-12,Maharashtra,Nashik,422003,238,-0.03464081914851569
2025-09-12,Maharashtra,Yavatmal,445204,196,-0.004645651473076384
2025-09-12,Uttar Pradesh,Saharanpur,247554,199,-0.018937746912395026
2025-09-12,Uttar Pradesh,Sambhal,244302,213,-0.021856234336492864
2025-09-12,Uttarakhand,Dehradun,248001,203,-0.02088208849287343
2025-09-12,Chhattisgarh,Bilaspur,495551,262,-0.03265929203368356
2025-09-12,Chhattisgarh,Narayanpur,494661,219,-0.02674678551035603
2025-09-12,Delhi,North West Delhi,110085,191,-0.00060156683619772
2025-09-12,Delhi,West Delhi,110059,261,-0.03265929203368356
2025-09-12,Haryana,Faridabad,121001,188,-0.008815838193074299
2025-09-12,Haryana,Hisar,125001,188,-0.0010747488182170084
2025-09-12,Haryana,Sirsa,125055,212,-0.00894053746050738
2025-09-12,Rajasthan,Alwar,301001,178,-0.00060156683619772
2025-09-12,Uttar Pradesh,Siddharthnagar,272153,205,-0.01506481438566254
2025-09-12,Maharashtra,Solapur,413304,230,-0.027237662975120536
2025-09-12,Rajasthan,Jaipur,302012,196,-0.0017968890972230867
2025-09-12,Rajasthan,Sirohi,307026,181,-0.002200546067836484
2025-09-12,Chhattisgarh,Koriya,497449,205,-0.0020220737693564805
2025-09-12,Chhattisgarh,Raigarh,496001,206,-0.011818358546965557
2025-09-12,Delhi,North West Delhi,110042,219,-0.02527614426986502
2025-09-12,Haryana,Faridabad,121004,247,-0.03167053767421757
2025-09-12,Haryana,Rohtak,124001,221,-0.01906423059273188
2025-09-12,Uttar Pradesh,Agra,282001,192,-0.006074375259496723
2025-09-12,Uttar Pradesh,Meerut,250002,216,-0.02527614426986502
2025-09-12,Uttar Pradesh,Mirzapur,231001,184,-0.008815838193074299
2025-09-12,Madhya Pradesh,Indore,452001,259,-0.04362435487681393
2025-09-12,Bihar,Kishanganj,855107,225,-0.01906423059273188
2025-09-12,Chhattisgarh,Bastar,494001,236,-0.02920449741709208
2025-09-12,Chhattisgarh,Bastar,494442,216,-0.026256240054237656
2025-09-12,Chhattisgarh,Kondagaon,494226,247,-0.03167053767421757
2025-09-12,Uttar Pradesh,Shahjahanpur,242001,290,-0.046139259130229204
2025-09-12,Madhya Pradesh,Indore,452016,191,-0.004645651473076384
2025-09-12,Maharashtra,Hingoli,431702,195,-0.007859326323006344
2025-09-12,Maharashtra,Parbhani,431401,207,-0.009419363385024693
2025-09-12,Nagaland,Dimapur,797112,204,-0.00012870489435234944
2025-09-12,Delhi,North East Delhi,110053,210,-0.0247865934929532
2025-09-12,Gujarat,Surat,394210,185,-0.00060156683619772
2025-09-12,Haryana,Yamuna Nagar,135001,239,-0.03167053767421757
2025-09-12,Punjab,Patiala,147001,234,-0.027728872673239757
2025-09-12,Uttar Pradesh,Balrampur,271201,213,-0.006300935326768786
2025-09-12,Uttar Pradesh,Budaun,243601,201,-0.011212788213249891
2025-09-12,Uttar Pradesh,Hapur,245101,197,-0.002970681482394988
2025-09-12,Uttar Pradesh,Kushinagar,274304,196,-0.011212788213249891
2025-09-12,Uttar Pradesh,Pilibhit,262122,185,-0.003219824710417263
2025-10-12,Uttarakhand,Dehradun,248001,166,-0.0058271255705738545
2025-10-12,Maharashtra,Thane,421301,236,-0.037494594910569834
2025-10-12,Rajasthan,Bikaner,334001,188,-0.011160039509694353
2025-10-12,Madhya Pradesh,Indore,452001,172,-0.003923472833779473
2025-10-12,Chhattisgarh,Mahasamund,493445,223,-0.031049199923826154
2025-10-12,Haryana,Faridabad,121001,190,-0.013011884233664506
2025-10-12,Haryana,Palwal,121102,152,-0.0047896261305301335
2025-10-12,Haryana,Rohtak,124001,175,-0.002095281473583066
2025-10-12,Rajasthan,Nagaur,341001,203,-0.01832724369028438
2025-10-12,Maharashtra,Hingoli,431513,174,-0.0006746260971348672
2025-10-12,Maharashtra,Jalna,431203,166,-0.00249911043301998
2025-10-12,Maharashtra,Yavatmal,445304,170,-0.004874655209579748
2025-10-12,Uttar Pradesh,Sambhal,244302,167,-0.008535821542101751
2025-10-12,Assam,Nagaon,782124,212,-0.024171113396968424
2025-10-12,Chhattisgarh,Bemetara,491340,190,-0.016945481562035458
2025-10-12,Chhattisgarh,Bilaspur,495001,238,-0.03253157097598991
2025-10-12,Chhattisgarh,Bilaspur,495551,165,-0.010200357675803184
2025-10-12,Chhattisgarh,Dhamtari,493773,175,-0.013011884233664506
2025-10-12,Chhattisgarh,Durg,490023,160,-0.00574198135461923
2025-10-12,Chhattisgarh,Narayanpur,494661,242,-0.03500888555468851
2025-10-12,Delhi,West Delhi,110059,222,-0.02858525805843637
2025-10-12,Gujarat,Surat,394210,180,-0.01590626661788508
2025-10-12,Rajasthan,Alwar,301411,171,-0.0013677651047169226
2025-10-12,Haryana,Sirsa,125055,168,-0.00249911043301998
2025-10-12,Madhya Pradesh,Dewas,455001,248,-0.03649930197650009
2025-10-12,Madhya Pradesh,Gwalior,474001,168,-0.0023154868258640215
2025-10-12,Maharashtra,Chandrapur,442401,189,-0.013975373123563672
2025-10-12,Maharashtra,Nashik,422003,231,-0.03253157097598991
2025-10-12,Uttar Pradesh,Shahjahanpur,242001,172,-0.004469457811042021
2025-10-12,Uttarakhand,Haridwar,247656,187,-0.007073379708341654
2025-10-12,Maharashtra,Nashik,423203,184,-0.009721003519953753
2025-10-12,Punjab,Patiala,147001,182,-0.015423053227830108
2025-10-12,Uttar Pradesh,Aligarh,202001,273,-0.053603817919242625
2025-10-12,Uttar Pradesh,Firozabad,283203,229,-0.03253157097598991
2025-10-12,Uttar Pradesh,Rampur,244901,235,-0.037494594910569834
2025-10-12,Uttar Pradesh,Saharanpur,247001,245,-0.04449948383235369
2025-10-12,Uttar Pradesh,Varanasi,221001,180,-0.014940166662766985
2025-10-12,Chhattisgarh,Dhamtari,493778,164,-0.006624848049518017
2025-10-12,Chhattisgarh,Surguja,497101,169,-0.0101292278294981
2025-10-12,Chhattisgarh,Bastar,494001,204,-0.024171113396968424
2025-10-12,Maharashtra,Mumbai,400043,189,-0.014157533677795153
2025-10-12,Maharashtra,Solapur,413304,193,-0.01308330341974584
2025-10-12,Maharashtra,Thane,400612,265,-0.050556711853084746
2025-10-12,Maharashtra,Wardha,442001,173,-0.0058271255705738545
2025-10-12,Punjab,Bathinda,151001,164,-0.002095281473583066
2025-10-12,Uttar Pradesh,Bahraich,271865,191,-0.01832724369028438
2025-10-12,Chhattisgarh,Surguja,497116,180,-0.011569093257677965
2025-10-12,Haryana,Faridabad,121004,189,-0.011160039509694353
2025-10-12,Haryana,Yamuna Nagar,135001,189,-0.006374590172976924
2025-11-12,Uttar Pradesh,Agra,282001,176,-0.004534834235093155
2025-11-12,Chhattisgarh,Bastar,494010,170,-0.0047896261305301335
2025-11-12,Chhattisgarh,Durg,490023,205,-0.019095173673057575
2025-11-12,Chhattisgarh,Raipur,493221,167,-0.011848989180481828
2025-11-12,Delhi,North East Delhi,110053,211,-0.028005633312606748
2025-11-12,Maharashtra,Solapur,413006,185,-0.018725708770877536
2025-11-12,Maharashtra,Nashik,422003,215,-0.033594969039893896
2025-11-12,Maharashtra,Yavatmal,445204,180,-0.008606791454042972
2025-11-12,Haryana,Faridabad,121004,215,-0.033594969039893896
2025-11-12,Haryana,Yamuna Nagar,135001,219,-0.033594969039893896
2025-11-12,Chhattisgarh,Baloda Bazar,493332,166,-0.004421756781582964
2025-11-12,Chhattisgarh,Bastar,494001,264,-0.043067273892484326
2025-11-12,Chhattisgarh,Dhamtari,493773,241,-0.039563302534249334
2025-11-12,Gujarat,Panchmahals,389001,162,-0.0028887774293723245
2025-11-12,Telangana,Hyderabad,500053,164,-0.0048975243264198776
2025-11-12,Uttar Pradesh,Hapur,245101,192,-0.024732835970398104
2025-11-12,Uttar Pradesh,Kasganj,207242,195,-0.024732835970398104
2025-11-12,Uttar Pradesh,Mirzapur,231001,171,-0.006695626152042555
2025-11-12,Rajasthan,Bikaner,334001,225,-0.03293793154659519
2025-11-12,Uttar Pradesh,Amroha,244221,179,-0.011003033085865255
2025-11-12,Uttar Pradesh,Budaun,243601,166,-0.003569697546489503
2025-11-12,Uttar Pradesh,Meerut,250002,249,-0.04860715352148537
2025-11-12,Uttar Pradesh,Rampur,244901,270,-0.054697867612754525
2025-11-12,Uttar Pradesh,Shahjahanpur,242001,258,-0.043067273892484326
2025-11-12,Chhattisgarh,Mungeli,495330,157,-0.001198559893710538
2025-11-12,Delhi,North East Delhi,110094,263,-0.04206444526143904
2025-11-12,Delhi,South Delhi,110062,213,-0.026532439505951744
2025-11-12,Gujarat,Banaskantha,385535,178,-0.00908539149417309
2025-11-12,Haryana,Karnal,132001,183,-0.012925871506825337
2025-11-12,Haryana,Palwal,121102,185,-0.012810903407468377
2025-11-12,Haryana,Rohtak,124001,199,-0.01921115744857349
2025-11-12,Madhya Pradesh,Indore,452001,242,-0.0415635395915388
2025-11-12,Maharashtra,Nashik,423203,200,-0.025551970228797627
2025-11-12,Bihar,Kishanganj,855107,176,-0.001212925053333147
2025-11-12,Chhattisgarh,Koriya,497449,161,-0.004044888404641123
2025-11-12,Chhattisgarh,Raigarh,496001,212,-0.029481820384344437
2025-11-12,Chhattisgarh,Surguja,497116,184,-0.010309085948495778
2025-11-12,Delhi,North West Delhi,110042,227,-0.034586329249897685
2025-11-12,Haryana,Faridabad,121001,167,-0.006902795122151861
2025-11-12,Haryana,Mewat,122508,169,-0.0047896261305301335
2025-11-12,Rajasthan,Jaipur,302012,162,-0.0021460524960135174
2025-11-12,Uttar Pradesh,Firozabad,283203,280,-0.049112826416717104
2025-11-12,Uttar Pradesh,Sambhal,244302,173,-0.010251716036172143
2025-11-12,Madhya Pradesh,Bhopal,462001,186,-0.011483254938877474
2025-11-12,Madhya Pradesh,Burhanpur,450331,231,-0.037568471490470046
2025-11-12,Maharashtra,Mumbai,400043,179,-0.005713845426781439
2025-11-12,Maharashtra,Parbhani,431401,163,-0.0015367734278031175
2025-11-12,Maharashtra,Solapur,413304,183,-0.015221391345918045
2025-11-12,Maharashtra,Thane,421301,198,-0.015819904011151076
2025-11-12,Maharashtra,Wardha,442001,201,-0.02767489647750654
2025-11-12,Gujarat,Surat,394210,243,-0.0415635395915388
2025-11-12,Haryana,Sirsa,125055,214,-0.02997454896242424
2025-11-12,Maharashtra,Jalna,431203,206,-0.02457282679858186
2025-11-12,Punjab,Patiala,147001,210,-0.025712196067206317
2025-11-12,Bihar,Kishanganj,855101,197,-0.015819904011151076
2025-11-12,Bihar,Purnia,854204,184,-0.012444673929303485
2025-11-12,Chhattisgarh,Bilaspur,495551,225,-0.03211044173507438
2025-11-12,Chhattisgarh,Janjgir-champa,495668,196,-0.01824058843002685
2025-11-12,Chhattisgarh,Raipur,493661,169,-0.006695626152042555
2025-11-12,Chhattisgarh,Rajnandgaon,491445,182,-0.01630338599586867
2025-12-12,Bihar,Katihar,854317,189,-0.0256395094132994
2025-12-12,Bihar,Kishanganj,855101,199,-0.023682310015955554
2025-12-12,Bihar,Purnia,854315,172,-0.017357869950750948
2025-12-12,Chhattisgarh,Balod,491227,171,-0.01590626661788508
2025-12-12,Chhattisgarh,Bastar,494010,189,-0.024660247607564467
2025-12-12,Chhattisgarh,Bilaspur,495224,149,-0.00441386327326132
2025-12-12,Chhattisgarh,Durg,491111,145,-0.002514030141270829
2025-12-12,Chhattisgarh,Raigarh,496001,225,-0.0404885673037334
2025-12-12,Chhattisgarh,Surguja,497101,217,-0.026562750970269944
2025-12-12,Haryana,Hisar,125001,157,-0.00668192439684856
2025-12-12,Haryana,Palwal,121102,201,-0.023625196086228484
2025-12-12,Punjab,Bathinda,151001,202,-0.03649930197650009
2025-12-12,Madhya Pradesh,Gwalior,474001,172,-0.013919026838410176
2025-12-12,Maharashtra,Beed,431122,234,-0.04249131183846566
2025-12-12,Maharashtra,Jalna,431203,179,-0.013614451407851225
2025-12-12,Maharashtra,Sangli,416416,164,-0.007202434818843417
2025-12-12,Maharashtra,Thane,421306,153,-0.0058479643824732586
2025-12-12,Maharashtra,Wardha,442001,215,-0.0394892257480256
2025-12-12,Maharashtra,Yavatmal,445204,175,-0.01822666236852921
2025-12-12,Madhya Pradesh,Bhopal,462001,169,-0.010729353829808108
2025-12-12,Madhya Pradesh,Burhanpur,450331,229,-0.04399693120589665
2025-12-12,Uttar Pradesh,Hapur,245101,153,-0.0033928503083721084
2025-12-12,Uttarakhand,Dehradun,248001,230,-0.042992845438772354
2025-12-12,Maharashtra,Yavatmal,445001,160,-0.00811478552393241
2025-12-12,Maharashtra,Yavatmal,445304,203,-0.024660247607564467
2025-12-12,Rajasthan,Baran,325220,151,-0.006248104685596889
2025-12-12,Uttar Pradesh,Amroha,244221,154,-0.0005063576226588262
2025-12-12,Uttar Pradesh,Firozabad,283203,266,-0.05666331890867449
2025-12-12,Madhya Pradesh,Indore,452001,239,-0.04903779121595886
2025-12-12,Maharashtra,Nashik,423203,164,-0.0101292278294981
2025-12-12,Maharashtra,Parbhani,431401,196,-0.028093469137654314
2025-12-12,Haryana,Jind,126102,177,-0.017741879561446683
2025-12-12,Haryana,Kaithal,136027,169,-0.013975373123563672
2025-12-12,Haryana,Mewat,122508,161,-0.008593052566945425
2025-12-12,Haryana,Rohtak,124001,180,-0.019297930047729395
2025-12-12,Bihar,Purnia,854204,153,-0.00430027608203698
2025-12-12,Bihar,Sitamarhi,843302,148,-0.004419699689473866
2025-12-12,Bihar,West Champaran,845438,166,-0.01146946016516237
2025-12-12,Chhattisgarh,Baloda Bazar,493101,153,-0.006248104685596889
2025-12-12,Chhattisgarh,Bemetara,491340,202,-0.022160884493791277
2025-12-12,Chhattisgarh,Janjgir-champa,495689,160,-0.002875149637188712
2025-12-12,Chhattisgarh,Raipur,493661,162,-0.007202434818843417
2025-12-12,Uttar Pradesh,Mirzapur,231001,198,-0.03401695393975024
2025-12-12,Uttar Pradesh,Sambhal,244302,172,-0.012474396449021485
2025-12-12,Maharashtra,Beed,431515,150,-0.0024436717143703213
2025-12-12,Maharashtra,Jalgaon,425001,243,-0.04098874541599462
2025-12-12,Maharashtra,Nashik,422003,266,-0.05870989719362596
2025-12-12,Maharashtra,Solapur,413006,161,-0.004874655209579748
2025-12-12,Madhya Pradesh,Barwani,451551,160,-0.005295065052435044
2025-12-12,Bihar,Kishanganj,855107,218,-0.036002160332899935
2025-12-12,Chhattisgarh,Baloda Bazar,493332,183,-0.01399053707677167
2025-12-12,Chhattisgarh,Janjgir-champa,495668,179,-0.021243247728365278
2025-12-12,Chhattisgarh,Koriya,497442,172,-0.017785740757229385
2025-12-12,Chhattisgarh,Raipur,493221,150,-0.006795896496460951
2025-12-12,Chhattisgarh,Surajpur,497333,155,-0.0029181004610655537
2025-12-12,Delhi,North West Delhi,110042,234,-0.04249131183846566
2025-12-12,Delhi,South Delhi,110062,182,-0.020756424631204085
2025-12-12,Haryana,Hisar,125033,143,-0.0010983345076823747
2025-12-12,Haryana,Karnal,132001,205,-0.03649930197650009
2025-12-12,Uttar Pradesh,Agra,282001,175,-0.01784239285427236
2025-12-12,Uttar Pradesh,Ghaziabad,201102,159,-0.00785594461638428
2025-12-12,Uttar Pradesh,Pilibhit,262122,218,-0.03998872749068072
2025-12-12,Uttarakhand,Udham Singh Nagar,262308,200,-0.022160884493791277
2025-12-12,Chhattisgarh,Bastar,494442,154,-0.00525196868281308
2025-12-12,Chhattisgarh,Dhamtari,493773,201,-0.03006262282349914
2025-12-12,Delhi,West Delhi,110041,167,-0.012049698228847494
2025-12-12,Haryana,Faridabad,121001,189,-0.021673440746137973
2025-12-12,Haryana,Gurgaon,122001,178,-0.0163332698305676
2025-12-12,Uttar Pradesh,Hardoi,241001,155,-0.004343314174269697
2025-12-12,Uttar Pradesh,Meerut,250002,214,-0.0394892257480256
2025-12-12,Uttar Pradesh,Shahjahanpur,242001,250,-0.04249131183846566
2025-12-12,Uttarakhand,Dehradun,248142,188,-0.019241162843805615
2025-12-12,Punjab,Amritsar,143001,224,-0.036002160332899935
2025-12-12,Rajasthan,Alwar,301001,207,-0.036996780093146775
2025-12-12,Rajasthan,Bikaner,334001,208,-0.02858525805843637
2025-12-12,Madhya Pradesh,Chhindwara,480001,173,-0.01349346570777088
2025-12-12,Madhya Pradesh,Dewas,455001,222,-0.041489262056430554
2025-12-12,Maharashtra,Amravati,444705,152,-0.005365709681156017
2025-12-12,Bihar,Araria,854318,160,-0.008812451907321828
2025-12-12,Uttar Pradesh,Budaun,243601,153,-0.0029181004610655537
2025-12-12,Maharashtra,Solapur,413304,191,-0.031049199923826154
2025-12-12,Maharashtra,Thane,401107,184,-0.026620097226263684
2025-12-12,Chhattisgarh,Dhamtari,493778,181,-0.027602012841988488
2025-12-12,Chhattisgarh,Surguja,497116,210,-0.025582240704210668
2025-12-12,Delhi,North Delhi,110084,161,-0.006248104685596889
2025-12-12,Delhi,North East Delhi,110053,251,-0.04249131183846566
2025-12-12,Haryana,Yamuna Nagar,135001,214,-0.02956983467600438
2025-12-12,Jharkhand,West Singhbhum,833214,143,-0.00015225868989210412
2025-12-12,Madhya Pradesh,Indore,452016,159,-0.002875149637188712
2025-12-12,Maharashtra,Ahmadnagar,414001,151,-0.004819028627953692
2025-01-03,Tamil Nadu,Karur,639105,234,-0.021110546138533692
2025-01-03,Karnataka,Mysuru,571602,248,-0.03487364604684029
2025-01-03,Andhra Pradesh,West Godavari,534316,207,-0.00036987473149796557
2025-01-03,Andhra Pradesh,Krishna,521401,234,-0.024037872007737437
2025-01-03,Kerala,Kozhikode,673508,232,-0.009182512310826008
2025-01-03,Himachal Pradesh,Kangra,176206,284,-0.05309510750830582
2025-01-03,Odisha,Jajapur,755043,239,-0.024037872007737437
2025-01-03,Karnataka,Kalaburagi,585217,205,-0.00011352727901947635
2025-01-03,Madhya Pradesh,Shajapur,465113,278,-0.041636157629102555
2025-01-03,Karnataka,Raichur,584118,250,-0.03487364604684029
2025-01-03,Gujarat,Rajkot,360024,211,-0.007169171825536558
2025-01-03,Tamil Nadu,Cuddalore,607805,220,-0.020623812795085628
2025-01-03,Gujarat,Patan,384220,228,-0.007200544684374255
2025-01-03,West Bengal,Barddhaman,713502,225,-0.008225504602930589
2025-01-03,Jammu and Kashmir,Kathua,184148,263,-0.045220798679691754
2025-01-03,West Bengal,Hooghly,712303,238,-0.025016291061779383
2025-01-03,Rajasthan,Bharatpur,321411,274,-0.04471775818654067
2025-01-03,Andhra Pradesh,Guntur,522411,220,-0.010961623925512254
2025-01-03,Andhra Pradesh,East Godavari,533006,235,-0.02452691603852908
2025-01-03,Jammu and Kashmir,Srinagar,190023,226,-0.005293180026406552
2025-01-03,Karnataka,Bagalkot,587113,273,-0.04270899626552216
2025-01-03,Himachal Pradesh,Kangra,176209,286,-0.053603817919242625
2025-01-03,Kerala,Kasaragod,671123,257,-0.03970602827251668
2025-01-03,Tamil Nadu,Sivaganga,630553,216,-0.0065442357588811895
2025-01-03,West Bengal,Murshidabad,742159,240,-0.028524171721174607
2025-01-03,Tamil Nadu,Tiruchirappalli,621003,263,-0.04035231752791124
2025-01-03,Uttar Pradesh,Basti,272171,214,-0.011960015420807157
2025-01-03,Tamil Nadu,Cuddalore,608102,224,-0.011479471107275763
2025-01-03,Tamil Nadu,Cuddalore,608401,205,-0.00021156680850664689
2025-01-03,Kerala,Kasaragod,671551,204,-0.005291594926388532
2025-01-03,Jharkhand,Ramgarh,825316,203,-0.006214886672422315
2025-01-03,Karnataka,Tumakuru,572101,223,-0.016329745281855157
2025-01-03,Karnataka,Dharwad,580006,213,-0.0034598429120668017
2025-01-03,Tamil Nadu,Krishnagiri,635002,210,-0.003212832342702421
2025-01-03,Gujarat,Surendra Nagar,363002,243,-0.029119701682081334
2025-01-03,Uttar Pradesh,Kanpur Nagar,208016,207,-0.007169171825536558
2025-01-03,Gujarat,Bharuch,392012,234,-0.024110397901101366
2025-01-03,Uttar Pradesh,Sant Kabir Nagar,272164,289,-0.049186185192278575
2025-01-03,Odisha,Baleswar,756134,227,-0.0029162218011768992
2025-01-03,Andhra Pradesh,Krishna,521213,211,-0.001316245220685297
2025-01-03,Telangana,Mahabubnagar,509340,260,-0.03636378768627446
2025-01-03,Gujarat,Narmada,393130,239,-0.019167203454839132
2025-01-03,Gujarat,Surat,394310,234,-0.02599603498189018
2025-01-03,Rajasthan,Baran,325206,224,-0.004410397491884099
2025-01-03,Andhra Pradesh,Guntur,522237,213,-0.006214886672422315
2025-01-03,Odisha,Nayagarh,752094,232,-0.015434727855561214
2025-01-03,Uttar Pradesh,Gorakhpur,273409,233,-0.013987024078647825
2025-01-03,Rajasthan,Dungarpur,314025,257,-0.03820910957058388
2025-01-03,Gujarat,Kachchh,370490,226,-0.020623812795085628
2025-01-03,Uttarakhand,Nainital,262402,257,-0.03465826268175798
2025-01-03,Uttar Pradesh,Jalaun,285122,211,-0.00368778166904149
2025-01-03,Karnataka,Bagalkot,587122,242,-0.024037872007737437
2025-01-03,Maharashtra,Palghar,421312,231,-0.01996814256094226
2025-01-03,Telangana,Mahabubnagar,509104,201,-0.003359766870975056
2025-01-03,Andhra Pradesh,Prakasam,523329,228,-0.010382274352369159
2025-01-03,Kerala,Kannur,670142,217,-0.0006158845896137022
2025-01-03,Karnataka,Raichur,584139,241,-0.02354915874553498
2025-01-03,Maharashtra,Ahmadnagar,413707,216,-0.014808627147893105
2025-01-03,Uttar Pradesh,Pratapgarh,230002,216,-0.008124749165279832
2025-01-03,Himachal Pradesh,Kangra,176031,254,-0.03820910957058388
2025-01-03,Himachal Pradesh,Mandi,175032,274,-0.043140039476850967
2025-01-03,Gujarat,Rajkot,360030,231,-0.016573312439605137
2025-01-03,Tamil Nadu,Nagapattinam,611002,213,-0.0134336472631027
2025-01-03,Andhra Pradesh,Vizianagaram,532127,207,-0.0017899109079348996
2025-01-03,Gujarat,Bhavnagar,364003,260,-0.03614796670089859
2025-01-03,Tamil Nadu,Thanjavur,613204,219,-0.00911148461807365
2025-01-03,Telangana,Nalgonda,508243,288,-0.05106370423912854
2025-01-03,Telangana,Nalgonda,508278,199,-0.0013941060287685492
2025-01-03,Jharkhand,Palamu,822132,217,-0.0034598429120668017
2025-01-03,Uttar Pradesh,Kanpur Dehat,208001,229,-0.01223208959445754
2025-01-03,Tamil Nadu,Viluppuram,605754,217,-0.01965133350274484
2025-01-03,Kerala,Malappuram,673636,239,-0.02943559794517181
2025-01-03,Manipur,Imphal East,795114,256,-0.03465826268175798
2025-01-03,Rajasthan,Jaipur,303302,274,-0.04270899626552216
2025-01-03,Uttar Pradesh,Unnao,209506,202,-0.00815457295790889
2025-01-03,Uttarakhand,Dehradun,248198,208,-0.0034598429120668017
2025-01-03,Assam,Hojai,782440,239,-0.02354915874553498
2025-01-03,Gujarat,Sabarkantha,383462,224,-0.004410397491884099
2025-01-03,Maharashtra,Thane,421101,270,-0.04471775818654067
2025-01-03,Karnataka,Raichur,584132,252,-0.03317157933601933
2025-01-03,Bihar,Araria,854201,223,-0.016329745281855157
2025-01-03,West Bengal,Paschim Medinipur,721467,214,-0.013844011483986063
2025-01-03,Andhra Pradesh,Prakasam,523112,204,-0.003834815644843892
2025-01-03,Telangana,Medak,502102,205,-0.010549282174936003
2025-01-03,West Bengal,Paschim Medinipur,721127,238,-0.020281684684969714
2025-01-03,Uttar Pradesh,Ambedkar Nagar,224146,226,-0.013023519433657094
2025-01-03,Andhra Pradesh,Ananthapuramu,515133,137,-0.0004387881579555053
2025-01-03,Odisha,Ganjam,761026,248,-0.033881897310541476
2025-01-03,Tamil Nadu,Tirunelveli,627109,288,-0.053603817919242625
2025-01-03,Telangana,Nizamabad,503212,244,-0.02943559794517181
2025-01-03,Andhra Pradesh,West Godavari,534315,225,-0.016573312439605137
2025-01-03,Maharashtra,Kolhapur,416119,296,-0.053603817919242625
2025-01-03,Telangana,K.v. Rangareddy,509325,265,-0.04013532520314467
2025-01-03,Rajasthan,Bharatpur,321407,222,-0.0025809388688446955
2025-01-03,Bihar,Samastipur,848129,254,-0.03735889712199114
2025-01-03,Kerala,Malappuram,676121,230,-0.020623812795085628
2025-01-03,Telangana,Karimnagar,505302,261,-0.03735889712199114
2025-01-03,Tamil Nadu,Villupuram,605803,212,-0.009560541853018134
2025-01-03,Rajasthan,Alwar,301019,232,-0.019723419107745666
2025-01-03,Andhra Pradesh,Krishna,521165,241,-0.022402883950469188
2025-01-03,Kerala,Kasaragod,671317,244,-0.02992829523919993
2025-01-03,Gujarat,Bhavnagar,364135,268,-0.045220798679691754
2025-01-03,West Bengal,Bankura,722132,244,-0.024528544459137658
2025-01-03,Andhra Pradesh,Nellore,524132,261,-0.03735889712199114
2025-01-03,Andhra Pradesh,Prakasam,523211,210,-0.006691867834916709
2025-01-03,Tamil Nadu,Cuddalore,606303,218,-0.0020364206138744345
2025-01-03,Maharashtra,Sindhudurg,416512,235,-0.024110397901101366
2025-01-03,Karnataka,Mysuru,571105,209,-0.006214886672422315
2025-01-03,Karnataka,Chitradurga,577536,230,-0.013987024078647825
2025-01-03,Tamil Nadu,Dharmapuri,636902,207,-0.0008428999007672466
2025-01-03,Rajasthan,Sawai Madhopur,322202,210,-0.007676602483860262
2025-01-03,Karnataka,Bijapur,586217,239,-0.029714364209798227
2025-01-03,West Bengal,Hooghly,712706,250,-0.034801691483581254
2025-01-03,Uttar Pradesh,Sant Kabir Nagar,272152,200,-0.0028850393998989254
2025-01-03,Himachal Pradesh,Kullu,172026,238,-0.020281684684969714
2025-01-03,Gujarat,Vadodara,391430,211,-0.012399533203259816
2025-01-03,Telangana,Nizamabad,503235,223,-0.007498966879832647
2025-01-03,Tamil Nadu,Vellore,635752,243,-0.026486404327247137
2025-01-03,Jharkhand,Pashchimi Singhbhum,833215,226,-0.01819507971296863
2025-01-03,Andhra Pradesh,East Godavari,533003,246,-0.03140838881447072
2025-01-03,Kerala,Thrissur,680664,239,-0.02362163558546837
2025-01-03,Kerala,Kannur,670601,212,-0.0001430129638487765
2025-01-03,Delhi,South West Delhi,110038,280,-0.04868046268029014
2025-01-03,West Bengal,North 24 Parganas,700126,242,-0.021112166865007054
2025-01-03,Kerala,Malappuram,676517,250,-0.034801691483581254
2025-01-03,Bihar,Bhagalpur,813223,207,-0.005738228119705924
2025-01-03,West Bengal,North 24 Parganas,743446,227,-0.012061317695053697
2025-01-03,Uttar Pradesh,Ghaziabad,201013,219,-0.015363072674535627
2025-01-03,Kerala,Palakkad,678555,220,-0.01625800027460156
2025-01-03,Madhya Pradesh,Khandwa,450337,225,-0.019165587108681104
2025-01-03,Rajasthan,Chittorgarh,312202,228,-0.006315369799720916
2025-01-03,Madhya Pradesh,Khandwa,450771,259,-0.03515449475493182
2025-01-03,Andhra Pradesh,Krishna,521137,212,-0.0134336472631027
2025-01-03,Arunachal Pradesh,Longding,792131,232,-0.017710318267051495
2025-01-03,Andhra Pradesh,Annamayya,517325,201,-0.00438073171279163
2025-01-03,Andhra Pradesh,Prakasam,523270,209,-0.000684484832559229
2025-01-03,Maharashtra,Palghar,401610,201,-0.003864458383945224
2025-01-03,Himachal Pradesh,Shimla,171217,246,-0.029714364209798227
