date,state,district,pincode,total,anomaly_score
2025-05-01,Delhi,South Delhi,110017,189,-0.13403891726119188
2025-05-01,Assam,Baksa,781372,82,-0.11715563271132345
2025-05-01,Assam,Karimganj,788724,227,-0.1390072104926342
2025-05-01,Meghalaya,West Garo Hills,794005,145,-0.12528075127438942
2025-05-01,Gujarat,Sabarkantha,383001,142,-0.13184047927947895
2025-05-01,Uttar Pradesh,Banda,210126,221,-0.13569165466526878
2025-05-01,Tamil Nadu,Pudukkottai,614616,190,-0.12910078541891534
2025-05-01,Maharashtra,Mumbai Suburban,400078,91,-0.11931427460143651
2025-05-01,Gujarat,Banaskantha,385310,264,-0.1390072104926342
2025-05-01,Karnataka,Bengaluru,560029,82,-0.11769474561709847
2025-05-01,Assam,Dhemaji,787058,44,-0.0834001830269302
2025-05-01,Karnataka,Bengaluru,560099,158,-0.13569165466526878
2025-05-01,Gujarat,Gir Somnath,362720,106,-0.11500282495330949
2025-05-01,West Bengal,Jalpaiguri,735212,69,-0.11018025693980671
2025-05-01,Assam,Golaghat,785705,115,-0.12039578828515807
2025-05-01,Maharashtra,Mumbai Suburban,400067,174,-0.1373477501347543
2025-05-01,Assam,Kamrup,781102,162,-0.13403891726119188
2025-05-01,Gujarat,Rajkot,360007,211,-0.1373477501347543
2025-05-01,Uttar Pradesh,Maharajganj,273305,260,-0.1345894570314411
2025-05-01,West Bengal,Jalpaiguri,735135,221,-0.13569165466526878
2025-05-01,Assam,Dhemaji,787059,233,-0.1390072104926342
2025-05-01,Karnataka,Bengaluru,560036,169,-0.1390072104926342
2025-05-01,Meghalaya,East Khasi Hills,793004,102,-0.12039578828515807
2025-05-01,Maharashtra,Pune,411037,137,-0.12800750033748975
2025-05-01,Madhya Pradesh,Bhind,477331,101,-0.12528075127438942
2025-05-01,Uttar Pradesh,Aligarh,202132,165,-0.13403891726119188
2025-05-01,Maharashtra,Nandurbar,425432,120,-0.13184047927947895
2025-05-01,Meghalaya,East Khasi Hills,793009,224,-0.11554048080596102
2025-05-01,Madhya Pradesh,Panna,488001,224,-0.13569165466526878
2025-05-01,Gujarat,Banaskantha,385135,86,-0.11823422340271039
2025-05-01,Karnataka,Bangalore Rural,560067,76,-0.11231999548681315
2025-05-01,Assam,Udalguri,784190,73,-0.0995679978770887
2025-05-01,Karnataka,Bangalore Rural,562114,164,-0.12147876643420918
2025-05-01,Meghalaya,East Khasi Hills,793021,141,-0.12528075127438942
2025-05-01,Assam,Goalpara,783101,231,-0.13569165466526878
2025-05-01,Madhya Pradesh,Khandwa,450661,78,-0.11285583555956524
2025-05-01,Assam,Dibrugarh,786612,40,-0.07928260009823362
2025-05-01,Assam,Karimganj,788712,200,-0.1390072104926342
2025-05-01,West Bengal,Kalimpong,734301,78,-0.10326596490900253
2025-05-01,West Bengal,Darjeeling,734429,152,-0.13403891726119188
2025-05-01,Gujarat,Banaskantha,385110,213,-0.1367953447723268
2025-05-01,Maharashtra,Mumbai Suburban,400080,70,-0.10964622651467315
2025-05-01,Bihar,Madhubani,847305,113,-0.13184047927947895
2025-05-01,Jammu and Kashmir,Baramula,193201,187,-0.13184047927947895
2025-05-01,Uttar Pradesh,Agra,283123,178,-0.12800750033748975
2025-05-01,Maharashtra,Parbhani,431506,128,-0.11985484850896477
2025-05-01,West Bengal,Darjeeling,734003,226,-0.1373477501347543
2025-05-01,Madhya Pradesh,Morena,476444,173,-0.1390072104926342
2025-05-01,Gujarat,Dahod,389154,206,-0.12800750033748975
2025-05-01,Gujarat,Chhotaudepur,391160,108,-0.12691569365902045
2025-05-01,Karnataka,Bengaluru,560008,52,-0.09483913122227527
2025-05-01,Punjab,Kapurthala,144601,228,-0.12964798298622116
2025-05-01,Maharashtra,Mumbai Suburban,400070,136,-0.13184047927947895
2025-05-01,Assam,North Cachar Hills,788819,77,-0.11715563271132345
2025-05-01,Gujarat,Navsari,396445,158,-0.12147876643420918
2025-05-01,Uttar Pradesh,Lucknow,226005,182,-0.1345894570314411
2025-05-01,Assam,Sibsagar,785684,46,-0.0823686969280667
2025-05-01,Assam,Udalguri,784114,83,-0.11769474561709847
2025-05-01,Nagaland,Peren,797110,282,-0.13569165466526878
2025-05-01,Uttar Pradesh,Prayagraj,211003,87,-0.11715563271132345
2025-05-01,Maharashtra,Mumbai Suburban,400071,60,-0.10538696565049432
2025-05-01,Uttar Pradesh,Lalitpur,284404,219,-0.1345894570314411
2025-05-01,Assam,Marigaon,782410,124,-0.12800750033748975
2025-05-01,Punjab,Gurdaspur,143521,147,-0.12147876643420918
2025-05-01,Meghalaya,East Khasi Hills,793005,171,-0.12310598386886029
2025-05-01,Assam,Kamrup,781127,138,-0.13403891726119188
2025-05-01,Assam,Udalguri,784514,92,-0.11985484850896477
2025-05-01,Assam,Kamrup Metro,781012,73,-0.11285583555956524
2025-05-01,Assam,Dibrugarh,786610,84,-0.10964622651467315
2025-05-01,Karnataka,Bengaluru,560078,174,-0.13569165466526878
2025-05-01,Meghalaya,East Khasi Hills,793002,112,-0.1241926318628046
2025-05-01,Meghalaya,South Garo Hills,794107,44,-0.08288426550516048
2025-05-01,West Bengal,Alipurduar,735204,113,-0.11071464880487669
2025-05-01,Assam,Lakhimpur,787031,127,-0.13403891726119188
2025-05-01,Gujarat,Jamnagar,361005,150,-0.1241926318628046
2025-05-01,Assam,Dhemaji,787060,135,-0.13403891726119188
2025-05-01,Assam,Karimganj,788710,55,-0.0834001830269302
2025-05-01,Gujarat,Kachchh,370165,150,-0.1345894570314411
2025-05-01,Meghalaya,West Garo Hills,794001,146,-0.13569165466526878
2025-05-01,Assam,Dhemaji,786110,58,-0.0927466379695413
2025-05-01,Meghalaya,Ri Bhoi,793101,70,-0.09851464872925653
2025-05-01,Jammu and Kashmir,Jammu,181221,81,-0.11500282495330949
2025-05-01,Assam,Karimganj,788713,50,-0.08546734728658945
2025-05-01,Gujarat,Dahod,389140,166,-0.12746141232289776
2025-05-01,Gujarat,Bharuch,393001,164,-0.13403891726119188
2025-05-01,Assam,Golaghat,785602,177,-0.13293895455392246
2025-05-01,Karnataka,Bengaluru,560058,141,-0.12910078541891534
2025-05-01,Karnataka,Bengaluru,560067,183,-0.1390072104926342
2025-05-01,Gujarat,Surat,394180,110,-0.12093709417764176
2025-05-01,Uttar Pradesh,Aligarh,202122,232,-0.1345894570314411
2025-05-01,West Bengal,Kolkata,700023,221,-0.13569165466526878
2025-05-01,Bihar,Sitamarhi,843315,233,-0.13569165466526878
2025-05-01,Manipur,Bishnupur,795134,63,-0.10804630143509097
2025-05-01,Assam,Bongaigaon,783384,166,-0.13293895455392246
2025-05-01,Meghalaya,East Khasi Hills,793111,157,-0.12691569365902045
2025-05-01,Uttar Pradesh,Lucknow,226008,189,-0.13569165466526878
2025-05-01,Gujarat,Ahmedabad,380005,89,-0.11715563271132345
2025-05-01,Assam,Kamrup,781123,71,-0.1144655327482168
2025-05-01,Meghalaya,West Garo Hills,794109,259,-0.1390072104926342
2025-05-01,Gujarat,Rajkot,360050,183,-0.12093709417764176
2025-05-01,Karnataka,Bengaluru,560084,50,-0.09693729515415273
2025-05-01,Maharashtra,Pune,410504,73,-0.11071464880487669
2025-05-01,Gujarat,Rajkot,360006,118,-0.12256321103160595
2025-05-01,Karnataka,Bengaluru,560066,198,-0.1390072104926342
2025-05-01,Assam,Nalbari,781369,83,-0.11769474561709847
2025-05-01,Karnataka,Bengaluru,560102,104,-0.12637034409604453
2025-05-01,Gujarat,Gir Somnath,362560,154,-0.13293895455392246
2025-05-01,Meghalaya,South Garo Hills,794102,211,-0.12691569365902045
2025-05-01,Gujarat,Dahod,389155,226,-0.1390072104926342
2025-05-01,West Bengal,Jalpaiguri,735218,142,-0.13403891726119188
2025-05-01,Assam,Kamrup Metro,782402,89,-0.11231999548681315
2025-05-01,Bihar,Sitamarhi,843313,239,-0.1345894570314411
2025-05-01,Gujarat,Ahmedabad,382340,87,-0.122020805302821
2025-05-01,Assam,Udalguri,784507,112,-0.1241926318628046
2025-05-01,Delhi,South West Delhi,110061,77,-0.11607850055229352
2025-05-01,Assam,Dibrugarh,786602,66,-0.09431547688230557
2025-05-01,Meghalaya,South West Khasi Hills,793106,115,-0.10964622651467315
2025-05-01,Karnataka,Bengaluru,560093,49,-0.0870213959887719
2025-05-01,Delhi,Central Delhi,110003,85,-0.11877406631511522
2025-05-01,Assam,Barpeta,781309,183,-0.1345894570314411
2025-05-01,Assam,Kamrup,781354,156,-0.1373477501347543
2025-05-01,Mizoram,Saiha,796901,127,-0.12746141232289787
2025-05-01,Maharashtra,Pune,413801,82,-0.11823422340271039
2025-05-01,Maharashtra,Satara,415523,192,-0.12800750033748975
2025-05-01,Assam,Udalguri,784525,104,-0.12256321103160595
2025-05-01,Punjab,Ludhiana,141015,183,-0.13569165466526878
2025-05-01,Delhi,South West Delhi,110077,156,-0.13184047927947895
2025-05-01,West Bengal,Alipurduar,736182,84,-0.11715563271132345
2025-05-01,West Bengal,Darjeeling,734010,171,-0.13569165466526878
2025-05-01,Assam,Dibrugarh,785675,64,-0.10644962052419671
2025-05-01,Meghalaya,East Khasi Hills,793112,97,-0.10911255728501323
2025-05-01,Gujarat,Banaskantha,385565,157,-0.13403891726119188
2025-05-01,Gujarat,Dahod,389382,152,-0.12637034409604453
2025-05-01,Uttar Pradesh,Bahraich,271851,233,-0.13569165466526878
2025-05-01,Assam,Golaghat,785609,93,-0.122020805302821
2025-05-01,Delhi,South Delhi,110065,144,-0.12800750033748975
2025-05-01,Assam,Karimganj,788711,36,-0.07774424335540031
2025-05-01,Meghalaya,West Jaintia Hills,793161,163,-0.10432574775981995
2025-05-01,Assam,Kokrajhar,783370,252,-0.13569165466526878
2025-05-01,Mizoram,Lawngtlai,796770,135,-0.122020805302821
2025-05-01,Gujarat,Ahmedabad,380018,70,-0.10698148743764391
2025-05-01,Meghalaya,Ri Bhoi,781131,112,-0.0958875033938208
2025-05-01,West Bengal,Kolkata,700016,104,-0.12528075127438942
2025-05-01,Manipur,Bishnupur,795133,122,-0.13184047927947895
2025-05-01,Assam,Golaghat,785702,205,-0.1345894570314411
2025-05-01,Assam,Golaghat,785603,85,-0.11661688443859586
2025-05-01,Meghalaya,East Khasi Hills,793016,49,-0.0834001830269302
2025-05-01,Karnataka,Bengaluru,560043,287,-0.1390072104926342
2025-05-01,Meghalaya,East Khasi Hills,793012,277,-0.12800750033748975
2025-05-01,Meghalaya,East Khasi Hills,793010,289,-0.1390072104926342
2025-05-01,Maharashtra,Nashik,423401,156,-0.12147876643420918
2025-05-01,Assam,Jorhat,785635,54,-0.09431547688230557
2025-05-01,Bihar,Sitamarhi,843332,299,-0.1390072104926342
2025-05-01,Meghalaya,East Khasi Hills,793001,223,-0.1312917988009007
2025-05-01,Karnataka,Bengaluru,560047,79,-0.11769474561709847
2025-05-01,Bihar,Patna,800111,100,-0.11071464880487669
2025-05-01,Gujarat,Panchmahals,389365,80,-0.11339203829705091
2025-05-01,Karnataka,Bengaluru,560075,54,-0.10009520720337506
2025-05-01,Meghalaya,South Garo Hills,794005,227,-0.122020805302821
2025-05-01,Tamil Nadu,Cuddalore,607106,141,-0.11285583555956524
2025-05-01,Meghalaya,East Khasi Hills,793019,48,-0.0823686969280667
2025-05-01,Karnataka,Bengaluru,560100,263,-0.1390072104926342
2025-05-01,Bihar,Muzaffarpur,843108,187,-0.1334887498526356
2025-05-01,Maharashtra,Thane,400601,124,-0.12691569365902045
2025-05-01,West Bengal,North 24 Parganas,743145,138,-0.13293895455392246
2025-05-01,Karnataka,Bengaluru,560076,197,-0.1373477501347543
2025-05-01,Maharashtra,Pune,411006,106,-0.12093709417764176
2025-05-01,West Bengal,Jalpaiguri,735224,180,-0.13293895455392246
2025-05-01,Kerala,Kollam,691532,56,-0.10220761515749865
2025-05-01,Maharashtra,Mumbai Suburban,400064,69,-0.10644962052419671
2025-05-01,Gujarat,Ahmedabad,380026,180,-0.13293895455392246
2025-05-01,Gujarat,Dahod,389130,60,-0.09641222170530883
2025-05-01,Gujarat,Chhotaudepur,391165,108,-0.12910078541891534
2025-05-01,Karnataka,Bengaluru,560097,128,-0.13184047927947895
2025-05-01,Assam,Kamrup,781141,140,-0.13403891726119188
2025-05-01,Gujarat,The Dangs,394716,116,-0.13238953111337326
2025-05-01,Gujarat,Ahmedabad,380051,158,-0.13293895455392246
2025-05-01,Karnataka,Bengaluru,560037,199,-0.1390072104926342
2025-05-01,Assam,Golaghat,785614,253,-0.1390072104926342
2025-05-01,Uttar Pradesh,Gorakhpur,273008,158,-0.12364912406304895
2025-05-01,Meghalaya,East Khasi Hills,793022,100,-0.1006227733529741
2025-05-01,Gujarat,Jamnagar,361006,134,-0.12310598386886029
2025-05-01,Assam,Charaideo,785692,50,-0.09851464872925653
2025-05-01,Karnataka,Bengaluru,560103,118,-0.12800750033748975
2025-05-01,Gujarat,Devbhumi Dwarka,361305,154,-0.11500282495330949
2025-05-01,Kerala,Malappuram,679325,266,-0.1345894570314411
2025-05-01,Assam,Kamrup,781366,87,-0.12310598386886029
2025-05-01,Maharashtra,Dhule,424304,182,-0.13403891726119188
2025-05-01,Assam,Golaghat,785621,112,-0.1307434894264693
2025-05-01,Madhya Pradesh,Alirajpur,457882,133,-0.1362433130333992
2025-05-01,Assam,Lakhimpur,784160,66,-0.10432574775981995
2025-05-01,Meghalaya,South West Garo Hills,794106,105,-0.12800750033748975
2025-05-01,Karnataka,Bengaluru,560087,165,-0.1373477501347543
2025-05-01,Assam,Lakhimpur,787001,58,-0.10379567707577464
2025-05-01,Assam,Kamrup,781103,71,-0.11124940235451097
2025-05-01,Karnataka,Bengaluru,560035,231,-0.1390072104926342
2025-05-01,Maharashtra,Mumbai Suburban,400072,193,-0.1373477501347543
2025-05-01,Karnataka,Bengaluru,560077,238,-0.1390072104926342
2025-05-01,Maharashtra,Mumbai Suburban,400065,52,-0.10220761515749865
2025-05-01,Gujarat,Panchmahals,389120,94,-0.11285583555956524
2025-05-01,Maharashtra,Yavatmal,445205,118,-0.11823422340271039
2025-05-01,Meghalaya,South Garo Hills,794114,77,-0.11607850055229352
2025-05-01,Assam,Karimganj,788722,94,-0.12582536338432593
2025-05-01,Uttar Pradesh,Aligarh,202136,107,-0.13019555090518597
2025-05-01,Assam,Dhemaji,787057,121,-0.13238953111337326
2025-05-01,Uttar Pradesh,Ghaziabad,201012,141,-0.13238953111337326
2025-05-01,Assam,Lakhimpur,787032,118,-0.12473650751692833
2025-05-01,Gujarat,Dahod,389152,175,-0.1373477501347543
2025-05-01,West Bengal,Nadia,741313,89,-0.11607850055229352
2025-05-01,Gujarat,Banaskantha,385575,122,-0.12691569365902045
2025-05-01,Gujarat,Dahod,389170,222,-0.13569165466526878
2025-05-01,Gujarat,Ahmedabad,382345,189,-0.13403891726119188
2025-05-01,Gujarat,Dahod,389146,61,-0.1006227733529741
2025-05-01,Bihar,Muzaffarpur,842004,223,-0.13569165466526878
2025-05-01,Tamil Nadu,Coimbatore,641402,89,-0.11985484850896477
2025-05-01,Assam,Tinsukia,786174,55,-0.0834001830269302
2025-05-01,Assam,Goalpara,783120,94,-0.11931427460143651
2025-05-01,Meghalaya,East Khasi Hills,793113,241,-0.1367953447723268
2025-05-01,Karnataka,Bengaluru,560061,118,-0.13184047927947895
2025-05-01,Karnataka,Bengaluru,560049,166,-0.13569165466526878
2025-05-01,Uttar Pradesh,Siddharthnagar,272201,153,-0.13238953111337326
2025-05-01,Meghalaya,South West Khasi Hills,793114,310,-0.1390072104926342
2025-05-01,Mizoram,Lunglei,796701,183,-0.12691569365902045
2025-05-01,Assam,Tinsukia,786182,127,-0.12528075127438942
2025-05-01,Rajasthan,Jaipur,302013,200,-0.1345894570314411
2025-05-01,Assam,Sibsagar,785685,99,-0.10964622651467315
2025-05-01,Gujarat,Kheda,387001,140,-0.1241926318628046
2025-05-01,Assam,Goalpara,783126,53,-0.09326923049540814
2025-05-01,Manipur,Imphal West,795001,106,-0.12746141232289787
2025-05-01,Assam,Tinsukia,786170,65,-0.10804630143509097
2025-05-01,Gujarat,Jamnagar,361002,52,-0.09746272398071476
2025-05-01,Assam,Nalbari,781126,163,-0.1373477501347543
2025-05-01,Meghalaya,East Khasi Hills,793006,137,-0.12855395795277857
2025-05-01,Maharashtra,Mumbai Suburban,400101,115,-0.13293895455392246
2025-05-01,Madhya Pradesh,Burhanpur,450221,213,-0.13403891726119188
2025-05-01,Karnataka,Bengaluru,560016,196,-0.1390072104926342
2025-05-01,Delhi,Shahdara,110032,133,-0.13569165466526878
2025-05-01,Maharashtra,Nagpur,440023,97,-0.1117845178335034
2025-05-01,Gujarat,Ahmedabad,382418,182,-0.1345894570314411
2025-05-01,Uttar Pradesh,Aligarh,202123,223,-0.1345894570314411
2025-05-01,Kerala,Thiruvananthapuram,695305,58,-0.10538696565049432
2025-05-01,Assam,Tinsukia,786188,56,-0.08805918225430587
2025-05-01,Assam,Dibrugarh,786613,39,-0.07314786379877669
2025-05-01,Maharashtra,Solapur,413113,63,-0.10432574775981995
2025-06-01,Maharashtra,Dhule,425408,197,-0.14512079759773167
2025-06-01,Meghalaya,East Khasi Hills,793001,170,-0.12855395795277846
2025-06-01,Assam,Cachar,788005,109,-0.1307434894264693
2025-06-01,Assam,Baksa,781346,52,-0.1144655327482168
2025-06-01,Meghalaya,West Garo Hills,794109,246,-0.15015677733820132
2025-06-01,Karnataka,Bengaluru Urban,560098,89,-0.12910078541891534
2025-06-01,Karnataka,Bengaluru Urban,560029,113,-0.13514036941540308
2025-06-01,Uttar Pradesh,Sitapur,261208,182,-0.1467960513912424
2025-06-01,West Bengal,24 Paraganas North,743263,182,-0.1467960513912424
2025-06-01,Assam,Dima Hasao,788819,71,-0.1241926318628046
2025-06-01,Assam,Kamrup Metro,781005,70,-0.1241926318628046
2025-06-01,Tamil Nadu,Salem,636006,122,-0.1307434894264693
2025-06-01,Uttar Pradesh,Bahraich,271825,181,-0.14512079759773167
2025-06-01,Gujarat,Dang,394716,147,-0.14122507039275156
2025-06-01,West Bengal,Kolkata,700006,142,-0.14512079759773167
2025-06-01,Gujarat,Anand,388325,38,-0.09431547688230557
2025-06-01,Meghalaya,East Khasi Hills,793112,132,-0.12093709417764176
2025-06-01,Assam,Lakhimpur,784160,182,-0.1490350191336801
2025-06-01,Madhya Pradesh,Alirajpur,457882,192,-0.1467960513912424
2025-06-01,Assam,Sonitpur,784507,284,-0.15015677733820132
2025-06-01,Mizoram,Lawngtlai,796891,173,-0.14400584933460903
2025-06-01,Karnataka,Bengaluru Urban,560084,136,-0.14400584933460903
2025-06-01,Gujarat,Dang,394710,217,-0.1473552253844327
2025-06-01,West Bengal,24 Paraganas North,700129,67,-0.12473650751692833
2025-06-01,Assam,Marigaon,782410,240,-0.15015677733820132
2025-06-01,Assam,Kamrup Metro,781036,36,-0.09170251305683774
2025-06-01,Madhya Pradesh,Burhanpur,450221,225,-0.14847470899941906
2025-06-01,Punjab,Kapurthala,144401,117,-0.14400584933460903
2025-06-01,West Bengal,Nadia,741223,122,-0.14400584933460903
2025-06-01,West Bengal,Alipurduar,736206,121,-0.13845368274177716
2025-06-01,Assam,Goalpara,783134,80,-0.12147876643420918
2025-06-01,West Bengal,Darjeeling,734427,57,-0.1117845178335034
2025-06-01,West Bengal,Nadia,741501,111,-0.14400584933460903
2025-06-01,Meghalaya,East Khasi Hills,793006,106,-0.12093709417764176
2025-06-01,Punjab,Ludhiana,141015,185,-0.1467960513912424
2025-06-01,Rajasthan,Jaisalmer,345028,134,-0.1395611128795149
2025-06-01,Bihar,Muzaffarpur,842004,170,-0.1467960513912424
2025-06-01,Assam,Lakhimpur,787056,132,-0.14400584933460903
2025-06-01,Tamil Nadu,Kallakurichi,605801,75,-0.1241926318628046
2025-06-01,West Bengal,Alipurduar,735217,72,-0.12473650751692833
2025-06-01,West Bengal,Birbhum,731204,221,-0.1467960513912424
2025-06-01,Assam,Barpeta,781308,281,-0.1467960513912424
2025-06-01,Assam,Golaghat,785612,139,-0.14400584933460903
2025-06-01,Tamil Nadu,Salem,636122,62,-0.11554048080596102
2025-06-01,Uttar Pradesh,Farrukhabad,209739,186,-0.1467960513912424
2025-06-01,West Bengal,Medinipur West,721201,122,-0.1395611128795149
2025-06-01,Meghalaya,East Khasi Hills,793113,151,-0.12364912406304895
2025-06-01,Karnataka,Bengaluru Urban,560103,202,-0.14289240876864262
2025-06-01,Gujarat,Ahmadabad,382445,161,-0.1467960513912424
2025-06-01,Assam,Cachar,788009,98,-0.1367953447723267
2025-06-01,Tamil Nadu,Salem,636002,68,-0.11877406631511522
2025-06-01,Bihar,Araria,854328,85,-0.1307434894264693
2025-06-01,Delhi,West Delhi,110027,209,-0.14512079759773167
2025-06-01,West Bengal,Darjeeling,734201,67,-0.11231999548681315
2025-06-01,Punjab,Kapurthala,144601,200,-0.1390072104926342
2025-06-01,West Bengal,24 Paraganas North,743248,77,-0.12364912406304895
2025-06-01,Uttar Pradesh,Aligarh,202122,141,-0.1467960513912424
2025-06-01,Karnataka,Bengaluru Urban,560010,152,-0.1390072104926342
2025-06-01,Assam,Dibrugarh,786613,80,-0.12256321103160595
2025-06-01,Gujarat,Banas Kantha,385330,267,-0.1467960513912424
2025-06-01,Assam,Barpeta,781314,232,-0.1467960513912424
2025-06-01,West Bengal,Nadia,741126,155,-0.1467960513912424
2025-06-01,Assam,Marigaon,782127,170,-0.14512079759773167
2025-06-01,Telangana,Hyderabad,500032,89,-0.12746141232289776
2025-06-01,Uttar Pradesh,Maharajganj,273305,143,-0.13184047927947895
2025-06-01,Mizoram,Champhai,796321,138,-0.13845368274177716
2025-06-01,Maharashtra,Dhule,424305,124,-0.1390072104926342
2025-06-01,Gujarat,Dohad,389382,205,-0.14847470899941906
2025-06-01,West Bengal,Darjeeling,734429,112,-0.1367953447723267
2025-06-01,Chhattisgarh,Gaurella Pendra Marwahi,495118,188,-0.14512079759773167
2025-06-01,Maharashtra,Nanded,431704,181,-0.13348874985263548
2025-06-01,Karnataka,Bengaluru Urban,560092,125,-0.14122507039275156
2025-06-01,Tamil Nadu,Kallakurichi,606401,168,-0.14400584933460903
2025-06-01,West Bengal,Alipurduar,736202,116,-0.1362433130333992
2025-06-01,Karnataka,Bengaluru Urban,560047,180,-0.1467960513912424
2025-06-01,Uttar Pradesh,Shravasti,271803,173,-0.14178047386103787
2025-06-01,Assam,Cachar,788114,83,-0.12364912406304895
2025-06-01,Assam,Dhubri,783334,227,-0.1467960513912424
2025-06-01,Gujarat,Banas Kantha,385545,232,-0.1467960513912424
2025-06-01,Meghalaya,East Khasi Hills,793022,121,-0.12093709417764176
2025-06-01,Karnataka,Bengaluru Urban,560058,196,-0.1473552253844327
2025-06-01,Andhra Pradesh,Spsr Nellore,524345,155,-0.1473552253844327
2025-06-01,Karnataka,Bengaluru Urban,560035,305,-0.15015677733820132
2025-06-01,Andhra Pradesh,Spsr Nellore,524315,217,-0.15015677733820132
2025-06-01,Gujarat,Ahmadabad,382421,219,-0.14512079759773167
2025-06-01,Uttar Pradesh,Bahraich,271841,200,-0.1467960513912424
2025-06-01,West Bengal,24 Paraganas North,743287,68,-0.11931427460143651
2025-06-01,Tripura,Dhalai,799289,68,-0.12364912406304895
2025-06-01,Assam,Cachar,788002,97,-0.13403891726119188
2025-06-01,Bihar,Purnia,854303,293,-0.14847470899941906
2025-06-01,Maharashtra,Thane,421501,265,-0.14847470899941906
2025-06-01,Bihar,Muzaffarpur,843108,207,-0.1467960513912424
2025-06-01,Maharashtra,Dhule,424304,298,-0.15015677733820132
2025-06-01,Assam,Dhemaji,787060,232,-0.15015677733820132
2025-06-01,West Bengal,Dinajpur Uttar,733129,278,-0.15015677733820132
2025-06-01,Gujarat,Anand,388001,191,-0.14512079759773167
2025-06-01,Assam,Golaghat,785621,162,-0.1490350191336801
2025-06-01,Kerala,Ernakulam,686673,139,-0.14512079759773167
2025-06-01,Tamil Nadu,Vellore,632602,138,-0.1307434894264693
2025-06-01,Uttar Pradesh,Kheri,262903,246,-0.1467960513912424
2025-06-01,Maharashtra,Thane,400703,96,-0.12582536338432593
2025-06-01,Delhi,New Delhi,110037,161,-0.14400584933460903
2025-06-01,Gujarat,Dohad,389140,189,-0.1395611128795149
2025-06-01,Rajasthan,Bhilwara,311603,103,-0.13569165466526867
2025-06-01,Jharkhand,Dumka,814119,198,-0.1467960513912424
2025-06-01,Assam,Dhemaji,787061,84,-0.13238953111337326
2025-06-01,Assam,Cachar,788116,119,-0.14400584933460903
2025-06-01,Assam,Barpeta,781313,130,-0.1390072104926342
2025-06-01,Assam,Bongaigaon,783371,61,-0.11661688443859586
2025-06-01,Madhya Pradesh,Gwalior,475330,219,-0.1467960513912424
2025-06-01,Bihar,Purbi Champaran,845440,181,-0.14512079759773167
2025-06-01,Assam,West Karbi Anglong,782486,163,-0.12855395795277846
2025-06-01,Madhya Pradesh,Alirajpur,457887,182,-0.1467960513912424
2025-06-01,West Bengal,Darjeeling,734010,74,-0.11392860394472704
2025-06-01,Assam,Marigaon,782105,165,-0.1456788377536048
2025-06-01,Meghalaya,South West Khasi Hills,793114,239,-0.13514036941540308
2025-06-01,Madhya Pradesh,Chhatarpur,471606,245,-0.1467960513912424
2025-06-01,Assam,Kamrup Metro,781017,68,-0.1006227733529741
2025-06-01,Jharkhand,Ranchi,834002,227,-0.1467960513912424
2025-06-01,Nagaland,Peren,797110,188,-0.1362433130333992
2025-06-01,Tamil Nadu,Ramanathapuram,623536,43,-0.10644962052419682
2025-06-01,West Bengal,Malda,732124,252,-0.1467960513912424
2025-06-01,Assam,Cachar,788098,94,-0.13569165466526867
2025-06-01,Karnataka,Bengaluru Urban,560001,75,-0.12256321103160595
2025-06-01,West Bengal,Alipurduar,736182,100,-0.12910078541891534
2025-06-01,Assam,Karimganj,788724,228,-0.1467960513912424
2025-06-01,Gujarat,Kachchh,370201,133,-0.14512079759773167
2025-06-01,Nagaland,Mon,798621,174,-0.13845368274177716
2025-06-01,Karnataka,Bengaluru Urban,560062,233,-0.1490350191336801
2025-06-01,Assam,Darrang,784114,98,-0.13514036941540308
2025-06-01,Assam,Cachar,788001,59,-0.11931427460143651
2025-06-01,Assam,Marigaon,782126,98,-0.13458945703144098
2025-06-01,Gujarat,Ahmadabad,380016,179,-0.1467960513912424
2025-06-01,Karnataka,Bengaluru Urban,560024,111,-0.14400584933460903
2025-06-01,Assam,Karimganj,788713,75,-0.12855395795277846
2025-06-01,West Bengal,Jalpaiguri,735135,119,-0.1367953447723267
2025-06-01,Haryana,Gurugram,122002,140,-0.14344894071697056
2025-06-01,Gujarat,Vadodara,391770,50,-0.11231999548681315
2025-06-01,Assam,Golaghat,785702,210,-0.15015677733820132
2025-06-01,Karnataka,Bengaluru Rural,560087,271,-0.15015677733820132
2025-06-01,Delhi,New Delhi,110061,78,-0.12364912406304895
2025-06-01,Tamil Nadu,Ramanathapuram,623517,109,-0.13569165466526867
2025-06-01,Delhi,Central Delhi,110005,194,-0.14512079759773167
2025-06-01,Karnataka,Bengaluru Urban,560036,330,-0.15015677733820132
2025-06-01,Punjab,Ludhiana,141012,70,-0.11985484850896477
2025-06-01,Karnataka,Bengaluru Urban,560048,224,-0.14847470899941906
2025-06-01,Haryana,Kurukshetra,136119,93,-0.12364912406304895
2025-06-01,Madhya Pradesh,Bhind,477445,252,-0.15015677733820132
2025-06-01,Karnataka,Bengaluru Urban,560094,137,-0.14400584933460903
2025-06-01,Uttar Pradesh,Aligarh,202136,96,-0.1362433130333992
2025-06-01,Assam,Golaghat,785603,91,-0.13348874985263548
2025-06-01,West Bengal,Darjeeling,734003,112,-0.13458945703144098
2025-06-01,Meghalaya,South Garo Hills,794107,67,-0.10964622651467315
2025-06-01,Assam,Dibrugarh,786612,49,-0.0979885084255201
