date,state,district,pincode,total,anomaly_score
2025-11-18,Maharashtra,Thane,400612,47,-0.03310869110993597
2025-11-18,Meghalaya,North Garo Hills,794002,11,-0.018559159895382593
2025-11-18,Rajasthan,Jalor,343032,39,-0.004289490068359436
2025-11-18,Uttar Pradesh,Kaushambi,212217,29,-0.05264541307296666
2025-11-18,Uttar Pradesh,Pilibhit,262001,48,-0.0845402518538988
2025-11-18,Uttar Pradesh,Unnao,209861,33,-0.06968024571509512
2025-11-18,Delhi,North West Delhi,110042,45,-0.00022997518674827688
2025-11-18,Gujarat,Dahod,389180,39,-0.07093583454586827
2025-11-18,Jharkhand,Palamu,822122,41,-0.01603371745970994
2025-11-18,Assam,Darrang,784125,23,-0.02559354152243043
2025-11-18,Assam,Darrang,784146,17,-0.012130531191595018
2025-11-18,West Bengal,South 24 Parganas,743329,45,-0.02734221212335386
2025-11-18,Madhya Pradesh,Indore,452001,35,-0.07376286541576516
2025-11-18,Madhya Pradesh,Sagar,470002,24,-0.0343609255471885
2025-11-18,Maharashtra,Thane,421302,65,-0.05530760795080214
2025-11-18,Maharashtra,Thane,421306,39,-0.0396413503223223
2025-11-18,Meghalaya,Ri Bhoi,793103,28,-0.003161459105142095
2025-11-18,Assam,Darrang,784116,20,-0.027002713508344822
2025-11-18,Bihar,Araria,854311,35,-0.004428513347870311
2025-11-18,Bihar,Samastipur,848114,35,-0.03818337415662665
2025-11-18,Bihar,West Champaran,845449,33,-0.054688411787963576
2025-11-18,Delhi,West Delhi,110059,66,-0.056472355951607045
2025-11-18,Gujarat,Botad,364710,24,-0.03743322769223778
2025-11-18,Jharkhand,Deoghar,815353,35,-0.06196939008636004
2025-11-18,Jharkhand,Sahebganj,816108,40,-0.018315241600033838
2025-11-18,Punjab,Ludhiana,141003,19,-0.014170096057887771
2025-11-18,Uttar Pradesh,Agra,282006,35,-0.004428513347870311
2025-11-18,Uttar Pradesh,Aligarh,202001,43,-0.031546697121179745
2025-11-18,Uttar Pradesh,Azamgarh,276001,13,-0.001994015318871889
2025-11-18,Uttar Pradesh,Balrampur,271604,34,-0.01530115323556358
2025-11-18,Uttar Pradesh,Bareilly,243001,30,-0.02275274173182895
2025-11-18,Uttar Pradesh,Bulandshahr,203001,36,-0.009185081158058939
2025-11-18,Uttar Pradesh,Etah,207001,31,-0.018962537833765447
2025-11-18,Uttar Pradesh,Gautam Buddha Nagar,201301,41,-0.046484505288118205
2025-11-18,Uttar Pradesh,Ghaziabad,201001,47,-0.040744857836900183
2025-11-18,Uttar Pradesh,Hapur,245101,40,-0.018315241600033838
2025-11-18,Uttar Pradesh,Lucknow,226003,43,-0.025888030592045697
2025-11-18,Uttar Pradesh,Mirzapur,231001,35,-0.029728447018863124
2025-11-18,Uttar Pradesh,Shamli,247775,42,-0.05325111131742388
2025-11-18,Uttar Pradesh,Shamli,247776,44,-0.021373516716161056
2025-11-19,Chhattisgarh,Surguja,497001,30,-0.048184092499745756
2025-11-19,Delhi,North Delhi,110084,49,-0.07427260943484193
2025-11-19,Delhi,North West Delhi,110086,88,-0.054461404853618944
2025-11-19,Gujarat,Ahmedabad,382110,16,-0.0015664143478958392
2025-11-19,Gujarat,Banaskantha,385535,48,-0.08041651475580192
2025-11-19,Gujarat,Dahod,389170,32,-0.05414947908741419
2025-11-19,Gujarat,Gandhinagar,382721,20,-0.016531869474619487
2025-11-19,Haryana,Mahendragarh,123001,20,-0.015817965054492733
2025-11-19,Jammu and Kashmir,Rajouri,185132,24,-0.026777435493138158
2025-11-19,Uttar Pradesh,Aligarh,202001,70,-0.05944336439228537
2025-11-19,Uttar Pradesh,Aligarh,202133,20,-0.012378544591386653
2025-11-19,Uttar Pradesh,Amroha,244221,57,-0.041664962731433164
2025-11-19,Uttar Pradesh,Amroha,244235,41,-0.01693230113869737
2025-11-19,Uttar Pradesh,Balrampur,271208,41,-0.039732965316475743
2025-11-19,Uttar Pradesh,Balrampur,271604,50,-0.039428921449590426
2025-11-19,Uttar Pradesh,Banda,210001,45,-0.058703896066975014
2025-11-19,Uttar Pradesh,Bareilly,243006,23,-0.032999771650562115
2025-11-19,Uttar Pradesh,Bareilly,243504,26,-0.029340951208528865
2025-11-19,Uttar Pradesh,Bareilly,243505,95,-0.054461404853618944
2025-11-19,Uttar Pradesh,Bareilly,262406,56,-0.07478269845644503
2025-11-19,Uttar Pradesh,Chitrakoot,210205,70,-0.06357447545645634
2025-11-19,Uttar Pradesh,Etawah,206126,16,-0.0007437639845870869
2025-11-19,Uttar Pradesh,Farrukhabad,209739,21,-0.017172545578947207
2025-11-19,Uttar Pradesh,Ghaziabad,201001,73,-0.05894365024404802
2025-11-19,Uttar Pradesh,Ghaziabad,201102,60,-0.07741428138863349
2025-11-19,Uttar Pradesh,Ghaziabad,245304,26,-0.03253415614123234
2025-11-19,Uttar Pradesh,Hapur,245205,48,-0.035575304431328836
2025-11-19,Uttar Pradesh,Hardoi,241001,66,-0.05944336439228537
2025-11-19,Uttar Pradesh,Hardoi,241301,38,-0.013642252600106097
2025-11-19,Uttar Pradesh,Hardoi,241402,38,-0.008829585535818474
2025-11-19,Uttar Pradesh,Kasganj,207243,41,-0.021164321521559004
2025-11-19,Uttar Pradesh,Kaushambi,212201,39,-0.041242011772278375
2025-11-19,Uttar Pradesh,Lalitpur,284126,35,-0.007957729654388013
2025-11-19,Uttar Pradesh,Lucknow,226003,58,-0.10496622915652432
2025-11-19,Uttar Pradesh,Lucknow,226012,18,-0.01574640333824895
2025-11-19,Uttar Pradesh,Maharajganj,273303,58,-0.03905994797180723
2025-11-19,Uttar Pradesh,Mainpuri,205001,50,-0.04088942834356102
2025-11-19,Uttar Pradesh,Mirzapur,231001,89,-0.07267800572222594
2025-11-19,Uttar Pradesh,Pilibhit,262201,58,-0.0441083663042926
2025-11-19,Uttar Pradesh,Rampur,244922,31,-0.02847182058672104
2025-11-19,Uttar Pradesh,Shamli,247774,78,-0.05894365024404802
2025-11-19,Uttar Pradesh,Siddharthnagar,272202,35,-0.03595146957341522
2025-11-19,Uttar Pradesh,Siddharthnagar,272206,44,-0.029287958934826497
2025-11-19,Uttar Pradesh,Sitapur,261205,50,-0.03700132137234147
2025-11-19,Uttar Pradesh,Unnao,209801,127,-0.07001584263064653
2025-11-19,Uttar Pradesh,Unnao,241501,68,-0.0519830368342602
2025-11-19,Madhya Pradesh,Alirajpur,457893,22,-0.015825846590178272
2025-11-19,Madhya Pradesh,Ashok Nagar,473331,40,-0.004462776292841086
2025-11-19,Madhya Pradesh,Dhar,454446,32,-0.03524339888854933
2025-11-19,Madhya Pradesh,Indore,452010,34,-0.06868434910607568
2025-11-19,Madhya Pradesh,Jabalpur,483113,17,-0.0018633070300089205
2025-11-19,Madhya Pradesh,Morena,476001,94,-0.06094453703772729
2025-11-19,Madhya Pradesh,Shivpuri,473551,74,-0.05894365024404802
2025-11-19,Madhya Pradesh,Shivpuri,473880,28,-0.05266208478354373
2025-11-19,Madhya Pradesh,Singrauli,486886,80,-0.035192539160091574
2025-11-19,Madhya Pradesh,Umaria,484661,47,-0.005753503334766208
2025-11-19,Maharashtra,Nanded,431605,14,-0.0007692656771971507
2025-11-19,Maharashtra,Nandurbar,425412,23,-0.031810253986747083
2025-11-19,Maharashtra,Pune,410505,18,-0.002138077616602563
2025-11-19,Maharashtra,Pune,411017,18,-0.005859457411103608
2025-11-19,Meghalaya,East Khasi Hills,793005,16,-0.010226251957693666
2025-11-19,Rajasthan,Bharatpur,321001,66,-0.05099403480711773
2025-11-19,Bihar,Nalanda,803101,37,-0.03199019127552938
2025-11-19,Bihar,Samastipur,848130,33,-0.0036175616883318273
2025-11-19,Bihar,Sitamarhi,843302,64,-0.05645014471424703
2025-11-19,Bihar,Sitamarhi,843320,44,-0.023559329274577157
2025-11-19,Bihar,West Champaran,845438,62,-0.05070226850296189
2025-11-19,Bihar,West Champaran,845449,41,-0.012564794197202578
2025-11-19,Bihar,West Champaran,845450,23,-0.000699549662593224
2025-11-19,Jharkhand,Bokaro,827013,31,-0.027993054273870666
2025-11-19,Jharkhand,Dhanbad,828109,47,-0.07785049072635164
2025-11-19,Jharkhand,Garhwa,822112,33,-0.0009187858065130561
2025-11-19,Jharkhand,Jamtara,815351,42,-0.017403581365135867
2025-11-19,Jharkhand,Palamu,822113,91,-0.0554551020069487
2025-11-19,Jharkhand,West Singhbhum,833214,38,-0.018798404941765656
2025-11-19,Assam,Darrang,784115,36,-0.06919065590786044
2025-11-19,Assam,Nagaon,782122,21,-0.02344086961476266
2025-11-19,Bihar,Banka,813101,38,-0.0036861167501207603
2025-11-19,Bihar,Begusarai,851211,51,-0.0350651455822385
2025-11-19,Bihar,Darbhanga,847203,51,-0.03605920252672434
2025-11-19,Bihar,East Champaran,845303,26,-0.0001919717817825406
2025-11-19,Bihar,Lakhisarai,811311,72,-0.059943416754679624
2025-11-19,West Bengal,Murshidabad,742202,54,-0.017997681876450566
2025-11-19,Bihar,Nawada,805110,19,-0.012346796483429956
2025-11-19,Bihar,Purnia,854204,36,-0.012236994814677993
2025-11-19,Bihar,Purnia,854315,78,-0.05894365024404802
2025-11-19,Bihar,Saran,841424,29,-0.004438694425304535
2025-11-19,Bihar,Sitamarhi,843314,49,-0.0191614883098985
2025-11-19,Bihar,Vaishali,844122,35,-0.004188916035655521
2025-11-19,Bihar,West Champaran,845106,29,-0.008350898450866118
2025-11-19,Bihar,West Champaran,845455,39,-0.07071163329807706
2025-11-19,Chhattisgarh,Bastar,494442,42,-0.0245093380861805
2025-11-19,Chhattisgarh,Bilaspur,495001,26,-0.026469685111503383
2025-11-19,Chhattisgarh,Kondagaon,494228,26,-0.004994608559411362
2025-11-19,Delhi,South Delhi,110019,23,-0.031810253986747083
2025-11-19,Delhi,West Delhi,110015,25,-0.039410524333212904
2025-11-19,Delhi,West Delhi,110027,22,-0.015068134959685286
2025-11-19,Gujarat,Ahmedabad,382405,17,-0.0023808860697490664
2025-11-19,Gujarat,Bhavnagar,364001,28,-0.029464770855414324
2025-11-19,Gujarat,Surat,395006,45,-0.008444196014743444
2025-11-19,Jharkhand,Chatra,825103,43,-0.04868134034743432
2025-11-19,Jharkhand,Giridih,815312,52,-0.04068991339743211
2025-11-19,Jharkhand,Giridih,825322,35,-0.009651518147882787
2025-11-19,Jharkhand,Giridih,825412,48,-0.030749150647270684
2025-11-19,Jharkhand,Jamtara,815352,58,-0.0441083663042926
2025-11-19,Jharkhand,Latehar,829202,18,-0.0009124995859849383
2025-11-19,Jharkhand,Palamu,822122,74,-0.10815680105373704
2025-11-19,Jharkhand,Sahebganj,816108,87,-0.07001584263064653
2025-11-19,Karnataka,Bengaluru,560045,22,-0.026900807276856287
2025-11-19,Madhya Pradesh,Anuppur,484334,16,-0.0014164087771603162
2025-11-19,Madhya Pradesh,Barwani,451666,56,-0.0441083663042926
2025-11-19,Madhya Pradesh,Gwalior,474001,48,-0.03075428784707357
2025-11-19,Madhya Pradesh,Harda,461331,38,-0.06716748244078052
2025-11-19,Madhya Pradesh,Jhabua,457661,63,-0.07741428138863349
2025-11-19,Madhya Pradesh,Narsinghpur,487118,40,-0.05338834314821772
2025-11-19,Madhya Pradesh,Ratlam,457114,46,-0.01264537500426477
2025-11-19,Madhya Pradesh,Shivpuri,473775,25,-0.026469685111503383
2025-11-19,Maharashtra,Hingoli,431513,17,-0.004103348297612164
2025-11-19,Maharashtra,Mumbai Suburban,400072,20,-0.008208003735990066
2025-11-19,Maharashtra,Nanded,431601,15,-0.00455669162815775
2025-11-19,Maharashtra,Nanded,431604,31,-0.048057003034695955
2025-11-19,Maharashtra,Nashik,423203,129,-0.07880891169892457
2025-11-19,Maharashtra,Pune,411062,20,-0.00913906968701883
2025-11-19,Maharashtra,Thane,401107,39,-0.08350722408840794
2025-11-19,Maharashtra,Thane,421301,46,-0.06817838474868454
2025-11-19,Rajasthan,Alwar,301001,60,-0.07027953631881079
2025-11-19,Rajasthan,Bharatpur,321022,58,-0.048527376845043824
2025-11-19,Rajasthan,Bharatpur,321204,63,-0.049513038798805864
2025-11-19,Rajasthan,Bharatpur,321205,55,-0.041376923119067266
2025-11-19,Rajasthan,Jalor,343041,116,-0.07983557753325721
2025-11-19,Uttar Pradesh,Agra,282006,52,-0.039428921449590426
2025-11-19,Uttar Pradesh,Banda,210125,20,-0.012846742765943553
2025-11-19,Uttar Pradesh,Basti,272002,51,-0.04068991339743211
2025-11-19,Uttar Pradesh,Budaun,243601,89,-0.09862381078369686
2025-11-19,Uttar Pradesh,Budaun,243639,35,-0.040267534376886016
2025-11-19,Uttar Pradesh,Bulandshahr,203001,73,-0.059943416754679624
2025-11-19,Uttar Pradesh,Bulandshahr,203131,60,-0.042152982400440964
2025-11-19,Uttar Pradesh,Chandauli,232101,53,-0.041376923119067266
2025-11-19,Uttar Pradesh,Chandauli,232103,36,-0.0041702137628645275
2025-11-19,Uttar Pradesh,Chandauli,232104,39,-0.011986439036934637
2025-11-19,Uttar Pradesh,Etah,207001,50,-0.033160718850782644
2025-11-19,Uttar Pradesh,Farrukhabad,209743,19,-0.012644603600960647
2025-11-19,Uttar Pradesh,Fatehpur,212601,65,-0.04902004110058389
2025-11-19,Uttar Pradesh,Fatehpur,212655,37,-0.003224114433510894
2025-11-19,Uttar Pradesh,Gonda,271001,21,-0.013595013695429481
2025-11-19,Uttar Pradesh,Jalaun,285001,30,-0.021855768641683815
2025-11-19,Uttar Pradesh,Lalitpur,284403,72,-0.029414322387134595
2025-11-19,Uttar Pradesh,Lucknow,226002,37,-0.06565369152659539
2025-11-19,Uttar Pradesh,Lucknow,226008,26,-0.041972292792601174
2025-11-19,Uttar Pradesh,Lucknow,226016,21,-0.02479927692046302
2025-11-19,Uttar Pradesh,Maharajganj,273162,32,-0.04762383097780454
2025-11-19,Uttar Pradesh,Maharajganj,273164,36,-0.010117870629352321
2025-11-19,Uttar Pradesh,Mathura,281001,38,-0.01505036561682993
2025-11-19,Uttar Pradesh,Meerut,250401,64,-0.07631503787223226
2025-11-19,Uttar Pradesh,Moradabad,244501,33,-0.0036175616883318273
2025-11-19,Uttar Pradesh,Sambhal,202522,40,-0.02021699433348889
2025-11-19,Uttar Pradesh,Sambhal,244302,67,-0.05050003542616455
2025-11-19,Uttar Pradesh,Shahjahanpur,242221,36,-0.007898938087055885
2025-11-19,Uttar Pradesh,Sitapur,261001,70,-0.06357447545645634
2025-11-19,Uttar Pradesh,Sitapur,261135,70,-0.0554551020069487
2025-11-19,Uttar Pradesh,Sitapur,261201,107,-0.08928336027453554
2025-11-19,Uttar Pradesh,Sitapur,261302,55,-0.0441083663042926
2025-11-19,Uttar Pradesh,Varanasi,221202,24,-0.038199792209377526
2025-11-19,Assam,Darrang,784146,26,-0.0444167378025907
2025-11-19,Assam,Goalpara,783101,49,-0.042145386495871184
2025-11-19,Assam,Goalpara,783129,33,-0.0030761317349869977
2025-11-19,Assam,Nagaon,782124,44,-0.010901843116032484
2025-11-19,Bihar,East Champaran,845433,36,-0.004188916035655521
2025-11-19,Bihar,Gaya,824201,33,-0.031832270086167846
2025-11-19,Bihar,Kaimur (Bhabua),821109,49,-0.03797137602600009
2025-11-19,West Bengal,Uttar Dinajpur,733201,47,-0.030228153789919276
2025-11-19,Assam,Darrang,784116,28,-0.04402868889388434
2025-11-19,Assam,Darrang,784125,27,-0.04184628838051985
2025-11-19,Assam,Kamrup Metro,781029,21,-0.019117747487421788
2025-11-19,Bihar,Begusarai,851112,35,-0.0023010470251146886
2025-11-19,Bihar,Begusarai,851217,36,-0.0023227701611032714
2025-11-19,Bihar,Bhagalpur,853204,34,-0.0004803196200565685
2025-11-19,Bihar,East Champaran,845305,16,-0.00949645967898971
2025-11-19,Bihar,Kaimur (Bhabua),821108,32,-0.05962916083645908
2025-11-19,Bihar,Muzaffarpur,843103,34,-0.00137922784154898
2025-11-19,Bihar,Patna,803212,38,-0.009479188361892987
2025-11-19,Bihar,Sheohar,843329,72,-0.0519830368342602
2025-11-19,Bihar,West Champaran,845454,42,-0.016320275201566203
2025-11-19,Chhattisgarh,Baloda Bazar,493118,23,-0.02225133353651798
2025-11-19,Chhattisgarh,Bijapur,494444,40,-0.0638741756647292
2025-11-19,Delhi,North Delhi,110006,34,-0.007957729654388013
2025-11-19,Delhi,North East Delhi,110094,62,-0.09547185978687844
2025-11-19,Delhi,South Delhi,110030,16,-0.00031843278969767574
2025-11-19,Delhi,South Delhi,110044,52,-0.06615794713310919
2025-11-19,Delhi,West Delhi,110018,30,-0.053884297379887536
2025-11-19,Gujarat,Banaskantha,385320,21,-0.027409382024677575
2025-11-19,Gujarat,Surat,394210,38,-0.04802738797963324
2025-11-19,Haryana,Faridabad,121004,98,-0.0007059868978074313
2025-11-19,Haryana,Gurgaon,122001,50,-0.033160718850782644
2025-11-19,Jharkhand,Garhwa,822114,97,-0.05894365024404802
2025-11-19,Jharkhand,Gumla,835206,17,-0.005233199821892853
2025-11-19,Jharkhand,Gumla,835208,18,-0.009648349428787228
2025-11-19,Jharkhand,Lohardaga,835302,46,-0.03970861232965062
2025-11-19,Jharkhand,Palamu,822116,57,-0.022257212164432216
2025-11-19,Jharkhand,Palamu,822118,85,-0.035192539160091574
2025-11-19,Jharkhand,Palamu,822124,46,-0.02570514947310243
2025-11-19,Karnataka,Bengaluru,560043,16,-0.008614453588331128
2025-11-19,Karnataka,Bengaluru,560078,17,-0.00861177987830064
2025-11-19,Kerala,Thrissur,680584,20,-0.0044559302779563215
2025-11-19,Madhya Pradesh,Ashok Nagar,473446,31,-0.008819379530265459
2025-11-19,Madhya Pradesh,Bhind,477001,60,-0.042152982400440964
2025-11-19,Madhya Pradesh,Bhopal,462042,24,-0.020255870730985448
2025-11-19,Madhya Pradesh,Chhatarpur,471515,61,-0.06572847331727993
2025-11-19,Madhya Pradesh,Chhindwara,480115,23,-0.028278579529045444
2025-11-19,Madhya Pradesh,Datia,475675,37,-0.026902579293294537
2025-11-19,Madhya Pradesh,Jhabua,457777,17,-0.0023808860697490664
2025-11-19,Madhya Pradesh,Morena,476221,55,-0.0441083663042926
2025-11-19,Madhya Pradesh,Morena,476229,30,-0.007888745882650317
2025-11-19,Madhya Pradesh,Ratlam,457001,89,-0.0733290107658473
2025-11-19,Madhya Pradesh,Shivpuri,473781,16,-0.003519856295464363
2025-11-19,Madhya Pradesh,Shivpuri,473885,17,-0.005274466230413832
2025-11-19,Madhya Pradesh,Ujjain,456441,51,-0.021584272913965807
2025-11-19,Madhya Pradesh,Ujjain,456443,31,-0.0023997380565088378
2025-11-19,Maharashtra,Jalgaon,425001,41,-0.06969730538581043
2025-11-19,Maharashtra,Mumbai Suburban,400068,19,-0.002138077616602563
2025-11-19,Maharashtra,Pune,411048,23,-0.019342308273837316
2025-11-19,Maharashtra,Thane,421306,32,-0.026152034803360924
2025-11-19,Rajasthan,Alwar,301707,31,-0.01882538848935067
2025-11-19,Rajasthan,Barmer,344001,30,-0.0023997380565088378
2025-11-19,Rajasthan,Barmer,344704,30,-0.023124582335091737
2025-11-19,Rajasthan,Bikaner,334001,43,-0.02498759200900824
2025-11-19,Rajasthan,Jalor,343029,50,-0.03364298271783184
2025-11-19,Rajasthan,Jalor,343032,55,-0.06421760028243784
2025-11-19,Rajasthan,Jalor,343040,56,-0.06825341994944278
2025-11-19,Rajasthan,Jodhpur,342001,55,-0.0928549906066678
2025-11-19,Rajasthan,Sirohi,307026,44,-0.026894607077518784
2025-11-19,Rajasthan,Tonk,304001,41,-0.012055834104870766
2025-11-19,Rajasthan,Udaipur,313702,35,-0.00896913115968534
2025-11-19,Telangana,Hyderabad,500008,38,-0.009354292741992842
2025-11-19,Telangana,Hyderabad,500023,20,-0.008945870159613123
2025-11-19,Uttar Pradesh,Agra,282001,65,-0.08100707725651102
2025-11-19,Uttar Pradesh,Agra,283125,47,-0.03267878116650824
2025-11-19,Uttar Pradesh,Bahraich,271824,21,-0.020953034534631265
2025-11-19,Uttar Pradesh,Bahraich,271902,43,-0.029287958934826497
2025-11-19,Uttar Pradesh,Balrampur,271201,32,-0.05563989550922577
2025-11-19,Uttar Pradesh,Bareilly,243122,27,-0.045168554921720894
2025-11-19,Uttar Pradesh,Bareilly,243123,33,-0.06364007736507937
2025-11-19,Uttar Pradesh,Bareilly,243301,40,-0.047043735008341137
2025-11-19,Uttar Pradesh,Bareilly,243502,41,-0.053957340036712154
2025-11-19,Uttar Pradesh,Bareilly,243503,55,-0.03583440887075473
2025-11-19,Uttar Pradesh,Bijnor,246761,46,-0.02651401985475188
2025-11-19,Uttar Pradesh,Budaun,243638,39,-0.06969730538581043
2025-11-19,Uttar Pradesh,Chandauli,232110,26,-0.004994608559411362
2025-11-19,Uttar Pradesh,Gautam Buddha Nagar,201301,62,-0.05050003542616455
2025-11-19,Uttar Pradesh,Kaushambi,212206,37,-0.015499539237094684
2025-11-19,Uttar Pradesh,Lucknow,226001,22,-0.030199234587747092
2025-11-19,Uttar Pradesh,Meerut,250406,26,-0.03649846348347663
2025-11-19,Uttar Pradesh,Muzaffarnagar,251309,47,-0.028350864030065148
2025-11-19,Uttar Pradesh,Muzaffarnagar,251314,36,-0.010117870629352321
2025-11-19,Uttar Pradesh,Rae Bareli,229001,60,-0.048527376845043824
2025-11-19,Uttar Pradesh,Saharanpur,247001,125,-0.10178858318873707
2025-11-19,Uttar Pradesh,Saharanpur,247121,57,-0.022257212164432216
2025-11-19,Uttar Pradesh,Saharanpur,247554,78,-0.048527376845043824
2025-11-19,Uttar Pradesh,Shamli,247775,53,-0.041664962731433164
2025-11-19,Uttar Pradesh,Shamli,247776,64,-0.04754304776005602
2025-11-19,Uttar Pradesh,Shamli,247777,43,-0.018094329650805485
2025-11-19,Uttar Pradesh,Shrawasti,271831,40,-0.0124543718284722
2025-11-19,Uttar Pradesh,Sitapur,261121,45,-0.02926856996664129
2025-11-19,Uttar Pradesh,Sitapur,261141,36,-0.012236994814677993
2025-11-19,Uttar Pradesh,Sitapur,261203,42,-0.02832964649709735
2025-11-19,Uttar Pradesh,Sonbhadra,231216,41,-0.053726922782623365
2025-11-19,Uttar Pradesh,Unnao,209821,43,-0.014887462966011067
2025-11-19,Uttarakhand,Dehradun,248001,53,-0.008789807753365353
2025-11-19,Uttarakhand,Udham Singh Nagar,262401,23,-0.02161169759205983
2025-11-19,Madhya Pradesh,Balaghat,481115,19,-0.001607434607064917
2025-11-19,Madhya Pradesh,Chhatarpur,471525,53,-0.041376923119067266
2025-11-19,Madhya Pradesh,Chhindwara,480001,49,-0.014975864598927191
2025-11-19,Madhya Pradesh,Dhar,454331,28,-0.031485511517676756
2025-11-19,Madhya Pradesh,Gwalior,475110,55,-0.041664962731433164
2025-11-19,Madhya Pradesh,Indore,452001,45,-0.08144535742707726
2025-11-19,Madhya Pradesh,Indore,453441,43,-0.04681549001023222
2025-11-19,Madhya Pradesh,Katni,483501,68,-0.08920621445541355
2025-11-19,Madhya Pradesh,Morena,476224,46,-0.02651401985475188
2025-11-19,Madhya Pradesh,Sagar,470002,27,-9.719352652659552e-05
2025-11-19,Madhya Pradesh,Shivpuri,473995,37,-0.060629855589156234
2025-11-19,Madhya Pradesh,Tikamgarh,472221,20,-0.02285096635253403
2025-11-19,Madhya Pradesh,Ujjain,456006,45,-0.009552644902776075
2025-11-19,Madhya Pradesh,Vidisha,464331,33,-0.007957729654388013
2025-11-19,Maharashtra,Parbhani,431509,28,-0.023729232192116756
2025-11-19,Maharashtra,Pune,410501,16,-0.00031843278969767574
2025-11-19,Maharashtra,Pune,411015,21,-0.024039426908554207
2025-11-19,Maharashtra,Pune,411033,34,-0.03873675471635307
2025-11-19,Maharashtra,Pune,411041,21,-0.03026857176523967
2025-11-19,Maharashtra,Solapur,413304,28,-0.04943276618114456
2025-11-19,Maharashtra,Thane,400612,49,-0.06565369152659539
2025-11-19,Rajasthan,Banswara,327001,55,-0.04508804452634063
2025-11-19,Rajasthan,Barmer,344706,37,-0.008829585535818474
2025-11-19,Rajasthan,Bharatpur,321024,49,-0.035575304431328836
2025-11-19,Rajasthan,Hanumangarh,335523,38,-0.0036861167501207603
2025-11-19,Rajasthan,Jaipur,302012,60,-0.05050003542616455
2025-11-19,Bihar,West Champaran,845452,35,-0.040267534376886016
2025-11-19,Chhattisgarh,Kondagaon,494226,32,-0.02719334920332639
2025-11-19,Delhi,Central Delhi,110008,24,-0.03413612275796085
2025-11-19,Delhi,North West Delhi,110039,20,-0.008208003735990066
2025-11-19,Delhi,West Delhi,110059,83,-0.09547185978687844
2025-11-19,Gujarat,Ahmedabad,382440,19,-0.020841722841747123
2025-11-19,Jammu and Kashmir,Bandipore,193502,29,-0.04707331001622339
2025-11-19,Jammu and Kashmir,Rajouri,185131,21,-0.013274968462586467
2025-11-19,Jharkhand,Chatra,825401,36,-0.0041702137628645275
2025-11-19,Jharkhand,Deoghar,815353,73,-0.059943416754679624
2025-11-19,Jharkhand,Ranchi,835219,24,-0.03019636365240219
2025-11-19,Karnataka,Mysuru,570019,18,-0.009086979191914146
2025-11-19,Assam,Dhubri,783330,37,-0.06337146470413568
2025-11-19,Bihar,Araria,854318,35,-0.009651518147882787
2025-11-19,Bihar,Bhagalpur,812005,43,-0.02498759200900824
2025-11-19,Bihar,Bhojpur,802208,25,-0.01936939095015
2025-11-19,Bihar,East Champaran,845302,37,-0.061130710986887826
2025-11-19,Bihar,East Champaran,845401,42,-0.026416907524826283
2025-11-19,Bihar,East Champaran,845418,37,-0.005095812188596782
2025-11-19,Bihar,Khagaria,848203,31,-0.027993054273870666
2025-11-19,Bihar,Lakhisarai,811302,45,-0.024985746566784095
2025-11-19,Bihar,Sitamarhi,843324,38,-0.057631829092162246
2025-11-19,Jammu and Kashmir,Kishtwar,182205,27,-0.02310186046715801
2025-11-19,Jharkhand,Godda,814133,57,-0.046069049319482525
2025-11-19,Jharkhand,Ranchi,835214,22,-0.018299539342522042
2025-11-19,Jharkhand,Sahebganj,816109,45,-0.033552936923827104
2025-11-19,Jharkhand,West Singhbhum,833102,47,-0.03267878116650824
2025-11-19,Madhya Pradesh,Bhopal,462001,43,-0.06186537097654832
2025-11-19,Madhya Pradesh,Chhatarpur,471001,50,-0.017525999825686034
2025-11-19,Madhya Pradesh,Dewas,455001,73,-0.01059403333992981
2025-11-19,Madhya Pradesh,Indore,452016,42,-0.07172733470018733
2025-11-19,Madhya Pradesh,Jabalpur,483119,31,-0.0037850083039558946
2025-11-19,Madhya Pradesh,Neemuch,458118,22,-0.016535469811501224
2025-11-19,Madhya Pradesh,Raisen,464881,26,-0.041812704214613805
2025-11-19,Madhya Pradesh,Sagar,470335,47,-0.044101300126394016
2025-11-19,Madhya Pradesh,Shivpuri,473770,19,-0.0063496472541444415
2025-11-19,Maharashtra,Aurangabad,431001,88,-0.06244875979622444
2025-11-19,Maharashtra,Aurangabad,431112,19,-0.013372890050656672
2025-11-19,Maharashtra,Jalgaon,424101,18,-0.018230573973143427
2025-11-19,Maharashtra,Mumbai City,400037,23,-0.0339229174834873
2025-11-19,Maharashtra,Nanded,431602,16,-0.006493293258624022
2025-11-19,Maharashtra,Nashik,422103,33,-0.023246721820007643
2025-11-19,Maharashtra,Palghar,401603,24,-0.03736725590125489
2025-11-19,Maharashtra,Parbhani,431401,51,-0.06070413312426448
2025-11-19,Assam,Barpeta,781308,60,-0.017222060706567843
2025-11-19,Assam,Kamrup Metro,781028,15,-0.0014041236462453144
2025-11-19,Bihar,Araria,854311,54,-0.017997681876450566
2025-11-19,Bihar,Katihar,854317,52,-0.041664962731433164
2025-11-19,Bihar,Kishanganj,855101,90,-0.01059403333992981
2025-11-19,Bihar,Samastipur,848114,59,-0.048527376845043824
2025-11-19,Bihar,Saran,841301,47,-0.033616448588622005
2025-11-19,Bihar,West Champaran,845453,37,-0.014580677005469833
